"oblast","EDRPOU","NAME","KVED","church_EDRPOU","church_NAME","BOSS","church_BOSS","ADDRESS","church_ADDRESS","freq","FOUNDERS","KVED_freq","KVED_freq_inRegion","KVED_section"
"Житомирська обл.","38770680","ФЕРМЕРСЬКЕ ГОСПОДАРСТВО БІЛА ЛІЛІЯ","01.19 Вирощування інших однорічних і дворічних культур",38318952,"РЕЛІГІЙНА ОРГАНІЗАЦІЯ СТАВРОПІГІЙНИЙ ЖІНОЧИЙ МОНАСТИР НА ЧЕСТЬ АФОНСЬКОЇ ІКОНИ БОЖОЇ МАТЕРІ"" УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","СМИЧОК НАДІЯ БОРИСІВНА","СМИЧОК НАДІЯ БОРИСІВНА","11620; Житомирська обл.- Малинський район, селище міського типу Чоповичі, ВУЛИЦЯ ЗАВОДСЬКА, будинок 1","11620; Житомирська обл.- Малинський район, селище міського типу Чоповичі, ВУЛИЦЯ ЗАВОДСЬКА, будинок 1",4,"СЕМЕНЮК ІРИНА МИКОЛАЇВНА, розмір внеску до статутного фонду - 1000.00 грн.",73,2,"Вирощування сільськогосподарських культур"
"Закарпатська обл.","34305468","ВСЕУКРАЇНСЬКИЙ ФОНД РОМСЬКІ ДІТИ УКРАЇНИ","85.32.5 БЛАГОДІЙНА ДІЯЛЬНІСТЬ",33419356,"РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ (СВ.ВАСИЛІЯ ВЕЛИКОГО)","СЛАВІТА ЮРІЙ ВАСИЛЬОВИЧ","СЛАВІТА ЮРІЙ ВАСИЛЬОВИЧ","90644; Закарпатська обл.- Рахівський район, село Розтоки, будинок 820","90600; Закарпатська обл.- Рахівський район, місто Рахів, ВУЛИЦЯ КИЇВСЬКА, будинок 208",3,"СЛАВІТА ЮРІЙ ВАСИЛЬОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",140,16,"Діяльність громадських організацій"
"Закарпатська обл.","35896995","ПРИВАТНЕ ПІДПРИЄМСТВО ПЕРШИЙ-ЗОДЧИЙ","45.21.1 БУДІВНИЦТВО БУДІВЕЛЬ",33419356,"РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ (СВ.ВАСИЛІЯ ВЕЛИКОГО)","СЛАВІТА ЮРІЙ ВАСИЛЬОВИЧ","СЛАВІТА ЮРІЙ ВАСИЛЬОВИЧ","90644; Закарпатська обл.- Рахівський район, село Розтоки, будинок 820","90600; Закарпатська обл.- Рахівський район, місто Рахів, ВУЛИЦЯ КИЇВСЬКА, будинок 208",3,"СЛАВІТА ЮРІЙ ВАСИЛЬОВИЧ, розмір внеску до статутного фонду - 2000.00 грн.",27,3,"Будівництво"
"Закарпатська обл.","22083340","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ТЯЧІВСЬКА РАЙОННА СПІЛКА ПІДПРИЄМЦІВ","94.99 Діяльність інших громадських організацій, н. в. і. у.",39999111,"РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ СВЯТО-ПЕТРО-ПАВЛІВСЬКОГО ХРАМУ СМТ БУШТИНО ТЯЧІВСЬКОГО РАЙОНУ ЗАКАРПАТСЬКОЇ ОБЛАСТІ","НЕМЕШ МИХАЙЛО МИХАЙЛОВИЧ","НЕМЕШ МИХАЙЛО МИХАЙЛОВИЧ","90500; Закарпатська обл.- Тячівський район, місто Тячів, ВУЛИЦЯ ЛЕНІНА, будинок 45","90556; Закарпатська обл.- Тячівський район, селище міського типу Буштино, ВУЛИЦЯ ГОЛОВНА, будинок 250",4,"НЕМЕШ МИХАЙЛО МИХАЙЛОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||КЛЕБАН ІВАН ЯРОСЛАВОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||ГЕРИЧ ПЕТРО ВАСИЛЬОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||ПАТЯНИК ВАСИЛЬ ВАСИЛЬОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||ШВАБ ВАСИЛЬ МИХАЙЛОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||ПАЛІНКАШ ІВАН МИХАЙЛОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",140,16,"Діяльність громадських організацій"
"Закарпатська обл.","22082056","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ТЯЧІВ-АУДИТ","69.20 Діяльність у сфері бухгалтерського обліку й аудиту; консультування з питань оподаткування",39999111,"РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ СВЯТО-ПЕТРО-ПАВЛІВСЬКОГО ХРАМУ СМТ БУШТИНО ТЯЧІВСЬКОГО РАЙОНУ ЗАКАРПАТСЬКОЇ ОБЛАСТІ","НЕМЕШ МИХАЙЛО МИХАЙЛОВИЧ","НЕМЕШ МИХАЙЛО МИХАЙЛОВИЧ","90500; Закарпатська обл.- Тячівський район, місто Тячів, ВУЛИЦЯ ЛЕНІНА, будинок 48, квартира 12","90556; Закарпатська обл.- Тячівський район, селище міського типу Буштино, ВУЛИЦЯ ГОЛОВНА, будинок 250",4,"НЕМЕШ МАРІЯ ПАВЛІВНА, розмір внеску до статутного фонду - 263.00 грн.||""КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР)"" - НЕМЕШ МИХАЙЛО МИХАЙЛОВИЧ, УКРАЇНА, ЗАКАРПАТСЬКА ОБЛАСТЬ, ТЯЧІВСЬКИЙ РАЙОН, МІСТО, ТЯЧІВ, ВУЛИЦЯ ЛЕНІНА, БУДИНОК, 48, КВАРТИРА, 12"", розмір внеску до статутного фонду - 0.00 грн.||""КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР)"" - НЕМЕШ МАРІЯ ПАВЛІВНА,УКРАЇНА, ЗАКАРПАТСЬКА ОБЛАСТЬ, ТЯЧІВСЬКИЙ РАЙОН, ЗАКАРПАТСЬКА ОБЛАСТЬ, МІСТО, ТЯЧІВ, ВУЛИЦЯ ПУШКІНА, БУДИНОК, 121, КВАРТИРА, 5"", розмір внеску до статутного фонду - 0.00 грн.||НЕМЕШ МИХАЙЛО МИХАЙЛОВИЧ, розмір внеску до статутного фонду - 112.00 грн.",49,16,"Інше"
"Закарпатська обл.","25441701","ТЯЧІВСЬКА РАЙОННА ОРГАНІЗАЦІЯ СОЦІАЛІСТИЧНОЇ ПАРТІЇ УКРАЇНИ","91.32 ДІЯЛЬНІСТЬ ПОЛІТИЧНИХ ОРГАНІЗАЦІЙ",39999111,"РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ СВЯТО-ПЕТРО-ПАВЛІВСЬКОГО ХРАМУ СМТ БУШТИНО ТЯЧІВСЬКОГО РАЙОНУ ЗАКАРПАТСЬКОЇ ОБЛАСТІ","НЕМЕШ МИХАЙЛО МИХАЙЛОВИЧ","НЕМЕШ МИХАЙЛО МИХАЙЛОВИЧ","90561; ВУЛ.ПІОНЕРСЬКА- БУД.38, С.БЕДЕВЛЯ, ТЯЧІВСЬКИЙ РАЙОН, ЗАКАРПАТСЬКА ОБЛАСТЬ, УКРАЇНА","90556; Закарпатська обл.- Тячівський район, селище міського типу Буштино, ВУЛИЦЯ ГОЛОВНА, будинок 250",4,"НЕМЕШ МИХАЙЛО МИХАЙЛОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||ДЬОЛОГ ІВАН ВАСИЛЬОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||ОНУФРІЙ ІВАН МИХАЙЛОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",13,2,"Діяльність політичних організацій"
"Закарпатська обл.","36428557","ТОВАРИСТВО ЦИГАН РАХІВЩИНИ","91.33.0 ДІЯЛЬНІСТЬ ГРОМАДСЬКИХ ОРГАНІЗАЦІЙ, Н. В. І. Г.",22113874,"РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ (СВЯТО-ТРОЇЦЬКОЇ ЦЕРКВИ) СМТ ВЕЛИКИЙ БЕРЕЗНИЙ","КОВАЧ ВАСИЛЬ ЮРІЙОВИЧ","КОВАЧ ВАСИЛЬ ЮРІЙОВИЧ","90600; Закарпатська обл.- Рахівський район, місто Рахів, ВУЛИЦЯ Б.ХМЕЛЬНИЦЬКОГО, будинок 27","89000; Закарпатська обл.- Великоберезнянський район, селище міського типу Великий Березний, ВУЛИЦЯ Б.ХМЕЛЬНИЦЬКОГО, будинок 9",4,"КОВАЧ ВАСИЛЬ ЮРІЙОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||РОЗНІЙЧУК ВАСИЛЬ ВАСИЛЬОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||КОВАЧ ЮРІЙ ВАСИЛЬОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",140,16,"Діяльність громадських організацій"
"Закарпатська обл.","03742044","КОМУНАЛЬНЕ ПІДПРИЄМСТВО УЖГОРОДЩИНА","52.10 Складське господарство",22113874,"РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ (СВЯТО-ТРОЇЦЬКОЇ ЦЕРКВИ) СМТ ВЕЛИКИЙ БЕРЕЗНИЙ","КОВАЧ ВАСИЛЬ ЮРІЙОВИЧ","КОВАЧ ВАСИЛЬ ЮРІЙОВИЧ","89451; Закарпатська обл.- Ужгородський район, село Пацканьово, будинок 162А","89000; Закарпатська обл.- Великоберезнянський район, селище міського типу Великий Березний, ВУЛИЦЯ Б.ХМЕЛЬНИЦЬКОГО, будинок 9",4,"УЖГОРОДСЬКА РАЙОННА РАДА, розмір внеску до статутного фонду - 1650420.66 грн.",49,16,"Інше"
"Закарпатська обл.","20467361","СЕЛЯНСЬКЕ (ФЕРМЕРСЬКЕ) ГОСПОДАРСТВО ІДА","01.19 Вирощування інших однорічних і дворічних культур",22113874,"РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ (СВЯТО-ТРОЇЦЬКОЇ ЦЕРКВИ) СМТ ВЕЛИКИЙ БЕРЕЗНИЙ","КОВАЧ ВАСИЛЬ ЮРІЙОВИЧ","КОВАЧ ВАСИЛЬ ЮРІЙОВИЧ","89500; Закарпатська обл.- Ужгородський район, село Червоне, ВУЛИЦЯ ЗЕЛЕНА, будинок 21","89000; Закарпатська обл.- Великоберезнянський район, селище міського типу Великий Березний, ВУЛИЦЯ Б.ХМЕЛЬНИЦЬКОГО, будинок 9",4,"КОВАЧ ІДА ОЛЕКСАНДРІВНА, розмір внеску до статутного фонду - 0.00 грн.||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) - КОВАЧ ВАСИЛЬ ЮРІЙОВИЧ, ЗАКАРПАТСЬКА ОБЛ УЖГОРОДСЬКИЙ Р-Н С.ЧЕРВОНЕ ВУЛ.ЗЕЛЕНА БУД.21||КОВАЧ АНЖЕЛІКА ВАСИЛІВНА, розмір внеску до статутного фонду - 0.00 грн.||КОВАЧ ВАСИЛЬ ЮРІЙОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||КОВАЧ ЮРІЙ ВАСИЛЬОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",73,7,"Вирощування сільськогосподарських культур"
"Закарпатська обл.","22074996","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ АГРОХІМ-НІКО","01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",26397130,"РЕЛІГІЙНА ОРГАНІЗАЦІЯ РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ СВЯТО-ДУХІВСЬКОЇ ЦЕРКВИ С. БАБИЧІ МУКАЧІВСЬКОГО РАЙОНУ","ГРИГА МИХАЙЛО МИХАЙЛОВИЧ","ГРИГА МИХАЙЛО МИХАЙЛОВИЧ","88000; Закарпатська обл.- місто Ужгород, ВУЛИЦЯ СТАНЦІЙНА, будинок 56","89663; Закарпатська обл.- Мукачівський район, село Бабичі, ВУЛИЦЯ РАДЯНСЬКА, будинок 99",2,"ГРИГА МИХАЙЛО МИХАЙЛОВИЧ, розмір внеску до статутного фонду - 100.00 грн.||НИТКА ВАСИЛЬ ІВАНОВИЧ, розмір внеску до статутного фонду - 100.00 грн.||НИТКА МАРІЯ МИХАЙЛІВНА, розмір внеску до статутного фонду - 100.00 грн.||КОКОТКО ІВАН АНДРІЙОВИЧ, розмір внеску до статутного фонду - 100.00 грн.",73,7,"Вирощування сільськогосподарських культур"
"Закарпатська обл.","30224925","ПРИВАТНЕ ПІДПРИЄМСТВО АДВОКАТСЬКЕ БЮРО СРІБНА ЗЕМЛЯ""","69.10 Діяльність у сфері права",26586500,"УЖГОРОДСЬКА УКРАЇНСЬКА БОГОСЛОВСЬКА АКАДЕМІЯ ІМЕНІ СВЯТИХ КИРИЛА І МЕФОДІЯ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","БЕДЬ ВІКТОР ВАСИЛЬОВИЧ","БЕДЬ ВІКТОР ВАСИЛЬОВИЧ","88000; Закарпатська обл.- місто Ужгород, ПЛОЩА ТЕАТРАЛЬНА, будинок 5-7","88000; Закарпатська обл.- місто Ужгород, ПЛОЩА ТЕАТРАЛЬНА, будинок 5-7",7,"БЕДЬ ВІКТОР ВАСИЛЬОВИЧ, розмір внеску до статутного фонду - 250.00 грн.",11,1,"Діяльність у сфері права, юстиції та правосуддя"
"Закарпатська обл.","26463424","АДВОКАТСЬКЕ ОБ'ЄДНАННЯ АДВОКАТСЬКЕ БЮРО СРІБНА ЗЕМЛЯ""","91.12.0 ДІЯЛЬНІСТЬ ПРОФЕСІЙНИХ ОРГАНІЗАЦІЙ",26586500,"УЖГОРОДСЬКА УКРАЇНСЬКА БОГОСЛОВСЬКА АКАДЕМІЯ ІМЕНІ СВЯТИХ КИРИЛА І МЕФОДІЯ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","БЕДЬ ВІКТОР ВАСИЛЬОВИЧ","БЕДЬ ВІКТОР ВАСИЛЬОВИЧ","88000; Закарпатська обл.- місто Ужгород, ПЛОЩА ТЕАТРАЛЬНА, будинок 5-7","88000; Закарпатська обл.- місто Ужгород, ПЛОЩА ТЕАТРАЛЬНА, будинок 5-7",7,"БЕДЬ ВІКТОР ВАСИЛЬОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||ЛЯШКО ЮРІЙ ВАСИЛЬОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||ГРИГОРУК ЮРІЙ СЕРГІЙОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",49,16,"Інше"
"Закарпатська обл.","38475441","ПРИВАТНА НАУКОВА УСТАНОВА МІЖНАРОДНА АКАДЕМІЯ БОГОСЛОВСЬКИХ НАУК","72.20 Дослідження й експериментальні розробки у сфері суспільних і гуманітарних наук",26586500,"УЖГОРОДСЬКА УКРАЇНСЬКА БОГОСЛОВСЬКА АКАДЕМІЯ ІМЕНІ СВЯТИХ КИРИЛА І МЕФОДІЯ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","БЕДЬ ВІКТОР ВАСИЛЬОВИЧ","БЕДЬ ВІКТОР ВАСИЛЬОВИЧ","88000; Закарпатська обл.- місто Ужгород, ВУЛИЦЯ ГОЙДИ, будинок 4","88000; Закарпатська обл.- місто Ужгород, ПЛОЩА ТЕАТРАЛЬНА, будинок 5-7",7,"ПРИВАТНИЙ ВИЩИЙ НАВЧАЛЬНИЙ ЗАКЛАД ""КАРПАТСЬКИЙ УНІВЕРСИТЕТ ІМЕНІ АВГУСТИНА ВОЛОШИНА"", розмір внеску до статутного фонду - 900000.00 грн.||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР)-ЧАПЛАЙ КАТЕРИНА КИРИЛІВНА,УКРАЇНА, УКРАЇНА, РАЙОН УЖГОРОДСЬКИЙ, СЕЛО МИНАЙ, ВУЛИЦЯ БОРКАНЮКА, БУДИНОК 28, 89427||ВЛАСНИК ІСТОТНОЇ УЧАСТІ -ЧАПЛАЙ КАТЕРИНА КИРИЛІВНА,УКРАЇНА, УКРАЇНА, РАЙОН УЖГОРОДСЬКИЙ, СЕЛО МИНАЙ, ВУЛИЦЯ БОРКАНЮКА, БУДИНОК 28, 89427||УЖГОРОДСЬКА УКРАЇНСЬКА БОГОСЛОВСЬКА АКАДЕМІЯ ІМЕНІ СВЯТИХ КИРИЛА І МЕФОДІЯ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ, розмір внеску до статутного фонду - 100000.00 грн.",49,16,"Інше"
